,level_1,grapheme,phoneme,filename
4619,3651,essa,'\dZ\\i\,A_Cabana_-_Frases
4619,3651,ouro?,,A_Cabana_-_Frases
4620,3652,"Esta,",'\E\\s\.\t\\a\\pau\,A_Cabana_-_Frases
4620,3652,"irmão,",\i\\R\'\m\\a~\\w~\\pau\,A_Cabana_-_Frases
4620,3652,deitando-se,\d\\e\\j\'\t\\a~\.\d\\u\,A_Cabana_-_Frases
4620,3652,cais,\n\\u\,A_Cabana_-_Frases
4620,3652,fechando,\i\,A_Cabana_-_Frases
4620,3652,os,\f\\e\'\S\\a~\.\d\\u\,A_Cabana_-_Frases
4620,3652,por,\O\.\L\\u\\s\,A_Cabana_-_Frases
4620,3652,do,'\k\\a\\u\.\z\\a\,A_Cabana_-_Frases
4620,3652,calor,\d\\u\,A_Cabana_-_Frases
4620,3652,e,\k\\a\'\l\\o\\r\,A_Cabana_-_Frases
4620,3652,claridade,\d\\a\,A_Cabana_-_Frases
4620,3652,do,\k\\l\\a\.\r\\i\'\d\\a\.\dZ\\i\,A_Cabana_-_Frases
4620,3652,"dia,",\d\\u\,A_Cabana_-_Frases
4620,3652,é,'\dZ\\i\.\a\\pau\,A_Cabana_-_Frases
4620,3652,uma,\E\\u~\.\m\\a\,A_Cabana_-_Frases
4620,3652,imagem,\i~\.\m\\a\.\Z\\e~j~\.\dZ\\i\,A_Cabana_-_Frases
4620,3652,mim,\i\,A_Cabana_-_Frases
4620,3652,mulher,\p\\o\\X\,A_Cabana_-_Frases
4620,3652,por,\k\\e~\\J\,A_Cabana_-_Frases
4620,3652,eu,'\s\\ow\,A_Cabana_-_Frases
4620,3652,sou,\a\.\p\\a\\j\.\S\\o\.\n\\a\.\d\\u\,A_Cabana_-_Frases
4620,3652,apaixonado.,,A_Cabana_-_Frases
4621,3653,estava.,\e\\s\'\t\\a\.\v\\a\,A_Cabana_-_Frases
4622,3654,uma,\i~\.\m\\a\.\Z\\e~j~\.\d\\a\,A_Cabana_-_Frases
4622,3654,imagem,\m\\i~\'\J\\a\,A_Cabana_-_Frases
4622,3654,da,\n\\o\\j\.\v\\a\\pau\,A_Cabana_-_Frases
4622,3654,minha,'\a\,A_Cabana_-_Frases
4622,3654,"noiva,",'\i\.\g\\r\\e\.\Z\\a\\pau\,A_Cabana_-_Frases
4622,3654,a,\i~\.\dZ\\i\.\v\\i\\d\\u\\u\\s\,A_Cabana_-_Frases
4622,3654,Igreja:,\k\\i\,A_Cabana_-_Frases
4622,3654,indivíduos,\Z\\u~\.\t\\u\\s\,A_Cabana_-_Frases
4622,3654,que,\f\\O\\R\.\m\\a~\\w~\,A_Cabana_-_Frases
4622,3654,juntos,'\u~\.\m\\a\,A_Cabana_-_Frases
4622,3654,formam,'\s\\i\.\d\\a\.\dZ\\i\,A_Cabana_-_Frases
4622,3654,uma,\e\\s\.\p\\i\.\r\\i\.\t\\u\.\a\\w\,A_Cabana_-_Frases
4622,3654,cidade,\k\\o~\,A_Cabana_-_Frases
4622,3654,espiritual,\u~\,A_Cabana_-_Frases
4622,3654,com,\R\\i\.\u\,A_Cabana_-_Frases
4622,3654,um,\v\\i\.\v\\u\,A_Cabana_-_Frases
4622,3654,rio,'\f\\l\\u\.\i~\.\d\\u\,A_Cabana_-_Frases
4622,3654,vivo,'\n\\u\,A_Cabana_-_Frases
4622,3654,fluindo,\m\\ej\'\u\,A_Cabana_-_Frases
4622,3654,meio,'\n\\a\\js\,A_Cabana_-_Frases
4622,3654,nas,\m\\a\\R\.\Z\\e~\\s\\pau\,A_Cabana_-_Frases
4622,3654,duas,'\a\\R\.\v\\o\.\r\\i\\s\,A_Cabana_-_Frases
4622,3654,"margens,",'\k\\r\\e\\s\\e~\.\d\\u\,A_Cabana_-_Frases
4622,3654,árvores,'\k\\o~\,A_Cabana_-_Frases
4622,3654,crescendo,\f\\r\\u\'\t\\u\\s\,A_Cabana_-_Frases
4622,3654,frutos,'\k\\u\.\r\\a~\\w~\,A_Cabana_-_Frases
4622,3654,curam,'\f\\e\.\r\\i\.\d\\a\\js\,A_Cabana_-_Frases
4622,3654,feridas,\u\\s\,A_Cabana_-_Frases
4622,3654,e,\s\\o\.\f\\r\\i~\.\m\\e~\.\t\\u\\s\,A_Cabana_-_Frases
4622,3654,os,\d\\a\\js\,A_Cabana_-_Frases
4622,3654,sofrimentos,\n\\a\.\s\\o~\\j~\\s\,A_Cabana_-_Frases
4622,3654,nações.,,A_Cabana_-_Frases
4623,3655,portão,\p\\o\\X\'\t\\a~\\w~\,A_Cabana_-_Frases
4623,3655,é,\E\\f\\ej\.\t\\u\,A_Cabana_-_Frases
4623,3655,feito,'\dZ\\i\,A_Cabana_-_Frases
4623,3655,uma,\u\\n\\i\.\k\\a\,A_Cabana_-_Frases
4623,3655,única,'\p\\E\\r\\o\.\l\\a\,A_Cabana_-_Frases
4623,3655,pérola...,,A_Cabana_-_Frases
4624,3656,olhou,\o\\L\\ow\,A_Cabana_-_Frases
4625,3657,eu!,\e\\u\,A_Cabana_-_Frases
4626,3658,explicou:,\e\\s\.\p\\l\\i\'\k\\ow\,A_Cabana_-_Frases
4627,3659,"Pérolas,",'\p\\E\\r\\o\.\l\\a\\js\\pau\,A_Cabana_-_Frases
4628,3660,Entendi.,\e~\.\t\\e~\'\dZ\\i\\pau\,A_Cabana_-_Frases
4628,3660,a,\e~\.\t\\r\\a\.\d\\a\\pau\,A_Cabana_-_Frases
4628,3660,"entrada,",\m\\a\\js\,A_Cabana_-_Frases
4630,3662,apaixonado.,\a\.\p\\a\\j\.\S\\o\'\n\\a\.\d\\u\,A_Cabana_-_Frases
4632,3664,ligeiramente,\l\\i\.\Z\\e\\j\.\r\\a\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4633,3665,é,\E\\s\\e\\X\.\t\\a\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4633,3665,certamente,\u\,A_Cabana_-_Frases
4633,3665,lugar,\a\'\o~\.\dZ\\i\,A_Cabana_-_Frases
4633,3665,aonde,\e\\u\,A_Cabana_-_Frases
4633,3665,eu,\v\\ow\,A_Cabana_-_Frases
4633,3665,vou,'\a\\w\\s\,A_Cabana_-_Frases
4633,3665,aos,\d\\o\.\m\\i~\.\g\\u\\s\,A_Cabana_-_Frases
4633,3665,domingos.,,A_Cabana_-_Frases
4634,3666,se,\e\.\r\\a\,A_Cabana_-_Frases
4634,3666,era,'\s\\e\.\g\\u\.\r\\u\,A_Cabana_-_Frases
4634,3666,seguro,\f\\a\'\l\\a\\r\,A_Cabana_-_Frases
4634,3666,falar,\e~j~\'\v\\O\\z\,A_Cabana_-_Frases
4634,3666,em,\a\\w\.\t\\a\,A_Cabana_-_Frases
4635,3667,é,\E\\p\\o\\X\.\k\\i\,A_Cabana_-_Frases
4635,3667,você,\s\\O\\e\\s\'\t\\a\,A_Cabana_-_Frases
4635,3667,só,'\v\\e~\.\d\\u\,A_Cabana_-_Frases
4635,3667,vendo,'\i~\\s\.\tS\\i\.\t\\u\\i\.\s\\a~\\w~\\pau\,A_Cabana_-_Frases
4635,3667,"instituição,",\E\\u~\,A_Cabana_-_Frases
4635,3667,que,\s\\i\\s\.\t\\e~\.\m\\a\,A_Cabana_-_Frases
4635,3667,é,\f\\ej\.\t\\u\,A_Cabana_-_Frases
4635,3667,um,\p\\e\.\l\\u\,A_Cabana_-_Frases
4635,3667,sistema,\s\\e\\r\,A_Cabana_-_Frases
4635,3667,feito,'\u~\.\m\\a~\.\n\\u\,A_Cabana_-_Frases
4636,3668,construir.,\k\\o~\\s\'\t\\r\\u\.\i\\X\,A_Cabana_-_Frases
4637,3669,"vidas,",'\v\\i\.\d\\a\\js\\pau\,A_Cabana_-_Frases
4637,3669,comunidade,\k\\o\.\m\\u~\.\n\\i\'\d\\a\.\dZ\\i\,A_Cabana_-_Frases
4637,3669,"respira,",\R\\e\\s\'\p\\i\.\r\\a\\pau\,A_Cabana_-_Frases
4637,3669,"amam,",'\a~\.\m\\a~\\w~\\pau\,A_Cabana_-_Frases
4637,3669,"prédios,",'\p\\r\\E\\dZ\\i\\u\\s\\pau\,A_Cabana_-_Frases
4637,3669,programas.,\p\\r\\o\'\g\\r\\a~\.\m\\a\\js\,A_Cabana_-_Frases
4638,3670,surpreendê-lo.,,A_Cabana_-_Frases
4639,3671,"fato,",'\f\\a\.\t\\u\\pau\,A_Cabana_-_Frases
4640,3672,Igreja?,\i\'\g\\r\\e\.\Z\\a\\pau\,A_Cabana_-_Frases
4640,3672,apaixonado?,\a\.\p\\a\\j\.\S\\o\'\n\\a\.\d\\u\,A_Cabana_-_Frases
4641,3673,É,\E\\s\\i~\.\p\\l\\i\\s\\pau\,A_Cabana_-_Frases
4641,3673,"simples,",'\m\\a\\k\.\k\,A_Cabana_-_Frases
4642,3674,só,'\s\\O\\t\\e~j~\.\a\,A_Cabana_-_Frases
4642,3674,ver,'\u\\s\,A_Cabana_-_Frases
4642,3674,com,\R\\e\.\l\\a\.\s\\i\.\o\.\n\\a\.\m\\e~\.\t\\u\\z\,A_Cabana_-_Frases
4642,3674,relacionamentos,\k\\o~\,A_Cabana_-_Frases
4642,3674,com,\f\\a\.\t\\u\,A_Cabana_-_Frases
4642,3674,fato,'\k\\o~\.\p\\a\\X\.\tS\\i\.\L\\a\\r\,A_Cabana_-_Frases
4642,3674,compartilhar,\v\\i\.\d\\a\,A_Cabana_-_Frases
4643,3675,que,\e\\s\.\t\\a~\.\m\\u\\s\,A_Cabana_-_Frases
4643,3675,estamos,\f\\a\'\z\\e~\.\d\\u\,A_Cabana_-_Frases
4643,3675,fazendo,\a\'\g\\O\.\r\\a\\pau\,A_Cabana_-_Frases
4643,3675,"agora,",\s\\i~\'\p\\l\\e\\z\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4643,3675,simplesmente,\i\.\s\\u\\pau\,A_Cabana_-_Frases
4643,3675,"isso,",'\s\\e~\.\d\\u\,A_Cabana_-_Frases
4643,3675,sendo,'\a\.\b\\E\\X\.\t\\u\\z\,A_Cabana_-_Frases
4643,3675,abertos,\i\,A_Cabana_-_Frases
4643,3675,e,\dZ\\i\\s\.\p\\o\.\n\\i\.\v\\e\\j\\z\,A_Cabana_-_Frases
4643,3675,dísponiveis,'\u~\,A_Cabana_-_Frases
4644,3676,os,\R\\e\.\l\\a\.\s\\i\.\o\.\n\\a\.\m\\e~\.\t\\u\\s\,A_Cabana_-_Frases
4645,3677,construí-la.,,A_Cabana_-_Frases
4646,3678,meu,'\t\\r\\a\.\b\\a\.\L\\u\,A_Cabana_-_Frases
4646,3678,trabalho,\i\\pau\,A_Cabana_-_Frases
4646,3678,"e,",\n\\a\,A_Cabana_-_Frases
4646,3678,na,\v\\e\\R\.\d\\a\.\dZ\\i\\pau\,A_Cabana_-_Frases
4646,3678,"verdade,",\s\\ow\,A_Cabana_-_Frases
4646,3678,sou,'\b\\a\\s\.\t\\a~\.\tS\\i\,A_Cabana_-_Frases
4646,3678,bastante,'\b\\o~\,A_Cabana_-_Frases
4646,3678,bom,\n\\i\.\s\\u\,A_Cabana_-_Frases
4648,3680,sopro,'\s\\o\\p\\r\\u\,A_Cabana_-_Frases
4648,3680,puro!,'\p\\u\.\r\\u\,A_Cabana_-_Frases
4649,3681,Simples.,'\s\\i~\.\p\\l\\i\\s\,A_Cabana_-_Frases
4650,3682,rituais,\R\\i\.\t\\u\'\a\\j\\z\,A_Cabana_-_Frases
4650,3682,exaustivos,\e\.\z\\a\\u\\s\'\tS\\i\.\v\\u\\z\,A_Cabana_-_Frases
4650,3682,"exigências,",\e\.\z\\i\'\Z\\e~\.\s\\i\\a\\js\\pau\,A_Cabana_-_Frases
4650,3682,reuniões,\R\\e\.\u~\'\n\\i\.\o~\\j~\\z\,A_Cabana_-_Frases
4650,3682,intermináveis,\i~\.\t\\e\\R\.\m\\i~\'\n\\a\.\v\\e\\j\\s\,A_Cabana_-_Frases
4652,3684,espere...,\e\\s\'\p\\E\.\r\\i\\pau\\pau\\pau\,A_Cabana_-_Frases
4652,3684,Mack,\m\\a\\k\\k\\tS\\i~\\J\\a\\u~\\m\\o~\\tS\\i\\dZ\\i\\p\\e\\R\\g\\u~\\t\\a\\js\\a\\f\\l\\o\\r\\a~\\d\\u\\a\\s\\u\\a\\m\\e~\\tS\\i\,A_Cabana_-_Frases
4652,3684,monte,,A_Cabana_-_Frases
4652,3684,perguntas,,A_Cabana_-_Frases
4652,3684,aflorando,,A_Cabana_-_Frases
4653,3685,entendido,\e~\.\t\\e~\'\dZ\\i\.\d\\u\,A_Cabana_-_Frases
4655,3687,mexer,\m\\e\'\S\\e\\X\,A_Cabana_-_Frases
4656,3688,Fazer,\f\\a\'\z\\e\\X\,A_Cabana_-_Frases
4656,3688,jogar,\Z\\o\'\g\\a\\r\,A_Cabana_-_Frases
4656,3688,águas,\a\.\g\\u\\a\\js\,A_Cabana_-_Frases
4656,3688,límpidas.,'\l\\i~\.\p\\i\.\d\\a\\js\,A_Cabana_-_Frases
4659,3691,tudo.,'\t\\u\.\d\\u\\pau\,A_Cabana_-_Frases
4660,3692,juntar,\Z\\u~\'\t\\a\\r\,A_Cabana_-_Frases
4660,3692,deitou-se,\d\\e\\j\'\t\\ow\,A_Cabana_-_Frases
4660,3692,costas,\dZ\\i\,A_Cabana_-_Frases
4660,3692,ao,\k\\O\\s\.\t\\a\\js\,A_Cabana_-_Frases
4660,3692,"dele,",\l\\a\.\d\\u\,A_Cabana_-_Frases
4660,3692,abrigando,\d\\e\.\l\\i\\pau\,A_Cabana_-_Frases
4660,3692,os,\a\'\b\\r\\i\.\g\\a~\.\d\\u\,A_Cabana_-_Frases
4660,3692,do,'\O\.\L\\u\\s\,A_Cabana_-_Frases
4660,3692,sol,\d\\u\,A_Cabana_-_Frases
4660,3692,para,\s\\O\\w\,A_Cabana_-_Frases
4660,3692,espiar,\p\\a\.\r\\a\,A_Cabana_-_Frases
4660,3692,as,\e\\s\'\p\\i\.\a\\r\,A_Cabana_-_Frases
4660,3692,que,\n\\u\.\v\\e~\\s\,A_Cabana_-_Frases
4660,3692,passavam,\k\\i\,A_Cabana_-_Frases
4660,3692,no,\p\\a\'\s\\a\.\v\\a~\\w~\,A_Cabana_-_Frases
4660,3692,início,\n\\u\,A_Cabana_-_Frases
4660,3692,da,'\i~\.\n\\i\\s\\i\\u\,A_Cabana_-_Frases
4660,3692,tarde.,\d\\a\,A_Cabana_-_Frases
4660,3692,,\t\\a\\R\.\dZ\\i\,A_Cabana_-_Frases
4661,3693,"admitiu,",\a\\dZ\.\m\\i\'\tS\\i\\u\\pau\,A_Cabana_-_Frases
4661,3693,"desapontado,",\d\\e\.\z\\a\'\p\\o~\.\t\\a\.\d\\u\\pau\,A_Cabana_-_Frases
4661,3693,senti,'\s\\e~\.\tS\\i\,A_Cabana_-_Frases
4661,3693,atraído,\a\'\t\\r\\a\.\i\\d\\u\,A_Cabana_-_Frases
4661,3693,rua,\R\\u\.\a\,A_Cabana_-_Frases
4661,3693,ouro.,'\ow\.\r\\u\,A_Cabana_-_Frases
4662,3694,chato.,'\S\\a\.\t\\u\,A_Cabana_-_Frases
4663,3695,Maravilhoso,\m\\a\.\r\\a\.\v\\i\'\L\\o\.\z\\u\,A_Cabana_-_Frases
4663,3695,é,\E\\e\\s\.\t\\a\\r\,A_Cabana_-_Frases
4663,3695,aqui,\k\\o~\,A_Cabana_-_Frases
4664,3696,absorvia,\a\\b\.\s\\o\\R\'\v\\i\.\a\,A_Cabana_-_Frases
4665,3697,acariciando,\a\.\k\\a\.\r\\i\.\s\\i\'\a~\.\d\\u\,A_Cabana_-_Frases
4665,3697,derramando-se,\d\\e\.\R\\a\'\m\\a~\.\d\\u\,A_Cabana_-_Frases
4665,3697,lago.,\n\\u\,A_Cabana_-_Frases
4666,3698,majestoso,\m\\a\.\Z\\e\\s\'\t\\o\.\z\\u\,A_Cabana_-_Frases
4668,3700,muito,'\dZ\\i\.\f\\e\.\r\\e~\.\tS\\i\,A_Cabana_-_Frases
4668,3700,o,\n\\e\.\g\\O\\s\\i\\u\,A_Cabana_-_Frases
4668,3700,negócio,\R\\e\'\l\\i\.\Z\\i\.\o\.\z\\u\,A_Cabana_-_Frases
4668,3700,religioso,\e~j~\.\k\\i\,A_Cabana_-_Frases
4668,3700,em,\f\\u\.\i\,A_Cabana_-_Frases
4668,3700,que,\k\\r\\i\.\a\.\d\\u\,A_Cabana_-_Frases
4668,3700,fui,\i\,A_Cabana_-_Frases
4668,3700,criado,\k\\o~\,A_Cabana_-_Frases
4668,3700,com,\k\\w\\a\\w\,A_Cabana_-_Frases
4668,3700,qual,'\a\.\k\\o\\s\.\t\\u~\.\m\\ej\,A_Cabana_-_Frases
4668,3700,acostumei.,,A_Cabana_-_Frases
4669,3701,bem-intencionada,\b\\e~j~\.\i~\.\t\\e~\.\s\\i\.\o\.\n\\a\.\d\\a\,A_Cabana_-_Frases
4669,3701,"seja,",\s\\e\.\Z\\a\\pau\,A_Cabana_-_Frases
4669,3701,sabe,\s\\a\'\b\\i\,A_Cabana_-_Frases
4669,3701,religiosa,'\R\\e\.\l\\i\.\Z\\i\.\O\.\z\\a\,A_Cabana_-_Frases
4669,3701,é,\E\\k\\a\.\p\\a\\z\,A_Cabana_-_Frases
4669,3701,de,\e~\'\g\\o\.\l\\i\\r\,A_Cabana_-_Frases
4669,3701,engolir,\a\\js\,A_Cabana_-_Frases
4669,3701,as,\p\\e\.\s\\o\'\a\\js\,A_Cabana_-_Frases
4669,3701,pessoas!,,A_Cabana_-_Frases
4670,3702,tom,'\t\\o~\,A_Cabana_-_Frases
4670,3702,cortante.,\k\\o\\X\'\t\\a~\.\tS\\i\,A_Cabana_-_Frases
4671,3703,nome,'\n\\a~\\w~\,A_Cabana_-_Frases
4671,3703,não,'\t\\e~j~\.\n\\a\.\d\\a\,A_Cabana_-_Frases
4671,3703,tem,\a\,A_Cabana_-_Frases
4671,3703,nada,'\v\\e\\X\,A_Cabana_-_Frases
4671,3703,a,\k\\o\.\m\\i\.\g\\u\,A_Cabana_-_Frases
4671,3703,ver,,A_Cabana_-_Frases
4672,3704,frequentemente,\f\\r\\e\.\k\\e~\.\t\\e\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4672,3704,contrárias,\k\\o~\'\t\\r\\a\.\r\\i\\a\\js\,A_Cabana_-_Frases
4672,3704,propósitos.,\p\\r\\o\'\p\\O\\s\\i\.\t\\u\\s\,A_Cabana_-_Frases
4673,3705,instituições?,\i~\\s\.\tS\\i\.\t\\u\\i\'\s\\o~\\j~\\s\\pau\,A_Cabana_-_Frases
4673,3705,fazendo,\u~\'\m\\a\,A_Cabana_-_Frases
4673,3705,uma,\p\\e\\R\.\g\\u~\.\t\\a\,A_Cabana_-_Frases
4673,3705,pergunta,\ow\,A_Cabana_-_Frases
4673,3705,uma,\a\.\f\\i\\R\.\m\\a\.\s\\a~\\w~\,A_Cabana_-_Frases
4673,3705,afirmação.,,A_Cabana_-_Frases
4674,3706,crio,'\k\\r\\i\.\u\,A_Cabana_-_Frases
4674,3706,instituições.,\i~\\s\.\tS\\i\.\t\\u\\i\'\s\\o~\\j~\\s\,A_Cabana_-_Frases
4675,3707,criarei.,\k\\r\\i\.\a\'\r\\ej\,A_Cabana_-_Frases
4676,3708,casamento?,\k\\a\.\z\\a\'\m\\e~\.\t\\u\,A_Cabana_-_Frases
4677,3709,uma,\i~\\s\.\tS\\i\.\t\\u\\i\.\s\\a~\\w~\,A_Cabana_-_Frases
4677,3709,instituição.,,A_Cabana_-_Frases
4679,3711,"retomou,",\R\\e\.\t\\o\'\m\\ow\\pau\,A_Cabana_-_Frases
4679,3711,firme,'\f\\i\\R\.\m\\i\,A_Cabana_-_Frases
4679,3711,paciente:,\p\\a\'\s\\i\.\e~\.\tS\\i\,A_Cabana_-_Frases
4681,3713,uma,\o\.\k\\u\.\p\\a\.\s\\a~\\w~\,A_Cabana_-_Frases
4681,3713,ocupação,\d\\u\\s\,A_Cabana_-_Frases
4681,3713,dos,\k\\i\,A_Cabana_-_Frases
4681,3713,que,\k\\E\.\r\\e~j~\.\b\\r\\i~\.\k\\a\\R\,A_Cabana_-_Frases
4681,3713,querem,'\dZ\\i\,A_Cabana_-_Frases
4681,3713,brincar,\d\\e\'\u\\s\,A_Cabana_-_Frases
4682,3714,religiões,\R\\e\.\l\\i\.\Z\\i\'\o~\\j~\\z\,A_Cabana_-_Frases
4682,3714,de,\e\.\k\\o\.\n\\o\.\m\\i\.\a\,A_Cabana_-_Frases
4682,3714,economia.,,A_Cabana_-_Frases
4683,3715,sombria.,\s\\o~\'\b\\r\\i\.\a\,A_Cabana_-_Frases
4684,3716,gostar?,\g\\o\\s\'\t\\a\\X\,A_Cabana_-_Frases
4685,3717,a,\t\\r\\i~\.\d\\a\.\dZ\\i\,A_Cabana_-_Frases
4685,3717,trindade,\dZ\\i\,A_Cabana_-_Frases
4685,3717,de,\t\\e\.\R\\o\.\r\\i\\s\,A_Cabana_-_Frases
4685,3717,terrores,\k\\r\\i\'\a\.\d\\a\,A_Cabana_-_Frases
4685,3717,criada,\p\\e\'\l\\u\,A_Cabana_-_Frases
4685,3717,pelo,'\s\\e\\r\,A_Cabana_-_Frases
4685,3717,ser,'\u~\.\m\\a~\.\n\\u\,A_Cabana_-_Frases
4685,3717,humano,\k\\i\,A_Cabana_-_Frases
4685,3717,que,\a\.\s\\O\.\l\\a\,A_Cabana_-_Frases
4685,3717,assola,\a\,A_Cabana_-_Frases
4685,3717,Terra,'\i\,A_Cabana_-_Frases
4685,3717,e,\e~\.\g\\a~\.\n\\a\,A_Cabana_-_Frases
4685,3717,engana,\a\'\k\\e\.\l\\i\\s\,A_Cabana_-_Frases
4685,3717,quem,'\e\\u\,A_Cabana_-_Frases
4685,3717,eu,\g\\O\\s\.\t\\u\,A_Cabana_-_Frases
4685,3717,gosto.,,A_Cabana_-_Frases
4686,3718,Quantos,'\k\\u\\a~\.\t\\u\\s\,A_Cabana_-_Frases
4686,3718,tormentos,\t\\o\\R\'\m\\e~\.\t\\u\\z\,A_Cabana_-_Frases
4686,3718,ansiedades,\a~\.\s\\i\\e\'\d\\a\.\dZ\\i\\s\,A_Cabana_-_Frases
4686,3718,relacionados,\R\\e\.\l\\a\.\s\\i\.\o\'\n\\a\.\d\\u\\z\,A_Cabana_-_Frases
4686,3718,enfrentam!,\e~\'\f\\r\\e~\.\t\\a~\\w~\,A_Cabana_-_Frases
4689,3721,excessivo.,\e\\s\.\s\\e\'\s\\i\.\v\\u\,A_Cabana_-_Frases
4690,3722,Notando,\n\\o\'\t\\a~\.\d\\u\,A_Cabana_-_Frases
4690,3722,"vidrados,",\v\\i\'\d\\r\\a\.\d\\u\\s\\pau\,A_Cabana_-_Frases
4690,3722,tom.,'\t\\o~\,A_Cabana_-_Frases
4691,3723,Falando,\f\\a\'\l\\a~\.\d\\u\,A_Cabana_-_Frases
4691,3723,terríveis,\t\\e\'\R\\i\\v\\e\\j\\s\,A_Cabana_-_Frases
4691,3723,sustentar,\s\\u\\s\.\t\\e~\'\t\\a\\X\,A_Cabana_-_Frases
4691,3723,ilusões,\i\.\l\\u\'\z\\o~\\j~\\s\,A_Cabana_-_Frases
4692,3724,tem,\t\\e~j~\.\m\\e\.\d\\u\,A_Cabana_-_Frases
4692,3724,medo,'\d\\a\,A_Cabana_-_Frases
4692,3724,da,\i~\.\s\\e\\X\.\t\\e\.\z\\a\\pau\,A_Cabana_-_Frases
4692,3724,"incerteza,",\d\\u\,A_Cabana_-_Frases
4692,3724,do,\f\\u\.\t\\u\.\r\\u\,A_Cabana_-_Frases
4693,3725,"instituicões,",\i~\\s\.\tS\\i\.\t\\u\\i\'\k\\o~\\j~\\s\\pau\,A_Cabana_-_Frases
4693,3725,estruturas,\e\\s\.\t\\r\\u\'\t\\u\.\r\\a\\js\,A_Cabana_-_Frases
4693,3725,ideologias,\i\.\d\\e\.\o\.\l\\o\'\Z\\i\.\a\\js\,A_Cabana_-_Frases
4693,3725,inútil,\i~\'\n\\u\\tS\\i\\w\,A_Cabana_-_Frases
4693,3725,criar,\k\\r\\i\'\a\\r\,A_Cabana_-_Frases
4693,3725,existe.,\e\'\z\\i\\s\.\tS\\i\,A_Cabana_-_Frases
4694,3726,É,\E\\t\\u\.\d\\u\,A_Cabana_-_Frases
4694,3726,tudo,'\f\\a\\w\.\s\\u\,A_Cabana_-_Frases
4694,3726,falso!,,A_Cabana_-_Frases
4695,3727,sistemas,\s\\i\\s\'\t\\e~\.\m\\a\\js\,A_Cabana_-_Frases
4695,3727,podem,'\p\\O\.\d\\e~j~\.\o\.\f\\e\.\r\\e\.\s\\e\\X\,A_Cabana_-_Frases
4695,3727,oferecer,\s\\e\.\g\\u\.\r\\a~\'\s\\a\\pau\,A_Cabana_-_Frases
4695,3727,"segurança,",\s\\O\\e\\u\,A_Cabana_-_Frases
4695,3727,só,'\p\\O\.\s\\u\,A_Cabana_-_Frases
4695,3727,posso.,,A_Cabana_-_Frases
4697,3729,paisagem,\p\\a\\j\'\z\\a\.\Z\\e~j~\.\k\\i\,A_Cabana_-_Frases
4697,3729,e,\p\\r\\a\.\tS\\i\.\k\\a\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
4697,3729,praticamente,\t\\O\.\d\\u\,A_Cabana_-_Frases
4697,3729,ele,'\k\\o\.\J\\e\.\s\\i\.\a\,A_Cabana_-_Frases
4697,3729,conhecia,\a\.\v\\i\'\a~\\w~\,A_Cabana_-_Frases
4697,3729,haviam,\b\\u\\s\'\k\\a\.\d\\u\,A_Cabana_-_Frases
4697,3729,buscado,\p\\a\'\r\\a\,A_Cabana_-_Frases
4697,3729,para,'\a\\dZ\.\m\\i~\.\n\\i\\s\.\t\\r\\a\\r\,A_Cabana_-_Frases
4697,3729,administrar,\i\,A_Cabana_-_Frases
4697,3729,e,\o\.\r\\i\.\e~\.\t\\a\\r\,A_Cabana_-_Frases
4697,3729,orientar,\a\,A_Cabana_-_Frases
4697,3729,vida,'\e\\s\.\t\\a\.\v\\a\,A_Cabana_-_Frases
4697,3729,estava,\s\\e~\'\d\\u\,A_Cabana_-_Frases
4697,3729,sendo,'\R\\e\.\d\\u\.\z\\i\.\d\\a\,A_Cabana_-_Frases
4697,3729,reduzida,\a\,A_Cabana_-_Frases
4697,3729,a,\p\\ow\.\k\\u\,A_Cabana_-_Frases
4697,3729,pouco,'\m\\a\\j\\s\,A_Cabana_-_Frases
4697,3729,mais,'\d\\u\,A_Cabana_-_Frases
4697,3729,que,\e~\.\t\\u\.\L\\u\,A_Cabana_-_Frases
4697,3729,entulho.,,A_Cabana_-_Frases
4698,3730,Mack,\m\\a\\k\\k\\a\\i~\\d\\a\\e\\s\\t\\a\\v\\a\\p\\r\\o\\s\\e\\s\\a~\\d\\u\\u\\k\\i\\ow\\v\\i\\r\\a\\pau\,A_Cabana_-_Frases
4698,3730,ainda,\s\\e~j~\\k\\o~\\s\\e\\g\\i\\R\\g\\r\\a~\\dZ\\i\\k\\o\\j\\z\\a\,A_Cabana_-_Frases
4698,3730,estava,,A_Cabana_-_Frases
4698,3730,processando,,A_Cabana_-_Frases
4698,3730,"ouvira,",,A_Cabana_-_Frases
4699,3731,Então?,\e~\'\t\\a~\\w~\\pau\,A_Cabana_-_Frases
4699,3731,Transformou,\t\\r\\a~\\s\.\f\\o\\R\'\m\\ow\,A_Cabana_-_Frases
4700,3732,totalidade.,\t\\o\.\t\\a\.\l\\i\'\d\\a\.\dZ\\i\,A_Cabana_-_Frases
4703,3735,simplicidade,\s\\i~\.\p\\l\\i\.\s\\i\'\d\\a\.\dZ\\i\,A_Cabana_-_Frases
4703,3735,pureza,\p\\u\'\r\\e\.\z\\a\,A_Cabana_-_Frases
